Event Type
app.office365.api.error.get.company.dirsync.failure
app.office365.api.error.get.company.dirsync.status.failure
app.office365.api.error.get.company.dirsync.status.pending
app.office365.api.error.get.object.ids.by.group.id
app.office365.api.error.group.create.failure
app.office365.api.error.group.create.failure.name.in.use
app.office365.api.error.group.delete.failure
app.office365.api.error.group.membership.update.assignment.failure
app.office365.api.error.group.membership.update.failure
app.office365.api.error.group.membership.update.group.not.found.failure
app.office365.api.error.group.membership.update.removal.failure
app.office365.api.error.group.update.failure
app.office365.api.error.group.update.failure.not.found
app.office365.api.error.import.profile
app.office365.api.error.no.endpoints.found
app.office365.api.error.push.password
app.office365.api.error.push.profile
app.office365.api.error.reactivate.user
app.office365.api.error.remove.domain.federation.failure
app.office365.api.error.remove.domain.federation.failure.access.denied
app.office365.api.error.remove.domain.federation.failure.domain.not.found
app.office365.api.error.revoke.refresh.token
app.office365.api.error.set.company.dirsync.failure
app.office365.api.error.set.company.dirsync.status.failure
app.office365.api.error.set.domain.federation.failure
app.office365.api.error.set.domain.federation.failure.access.denied
app.office365.api.error.set.domain.federation.failure.domain.default
app.office365.api.error.set.domain.federation.failure.domain.not.found
app.office365.api.error.sync.contact
app.office365.api.error.sync.finalize
app.office365.api.error.sync.group
app.office365.api.error.sync.not.activated
app.office365.api.error.sync.set.attribute
app.office365.api.error.sync.user
app.office365.api.error.unable.to.create.graph.client
app.office365.api.error.validate.admin.creds
app.office365.api.error.validate.creds
app.office365.api.error.validate.creds.unknown.exception
app.office365.api.error.x-ms-forwarded-client-ip-header.absent
app.office365.api.remove.domain.federation.success
app.office365.api.set.domain.federation.success
app.office365.api.sync.complete
app.office365.api.sync.heartbeat.sent
app.office365.api.sync.job.complete
app.office365.api.sync.job.complete.contact
app.office365.api.sync.job.complete.group
app.office365.api.sync.job.complete.user
app.office365.clientplatform.conversion.job.processing.app.instance
app.office365.clientplatform.conversion.job.skipping.migration
app.office365.dirsync.skipping.conflict-object
app.office365.dirsync.skipping.critical-system-object
app.office365.dirsync.skipping.non-security-group-invalid-mail
app.office365.dirsync.skipping.reserved-attribute-value
app.office365.dirsync.skipping.systemmailbox
app.office365.dirsync.skipping.without-name-and-displayname
app.office365.error.importing.user
app.office365.graph.api.error.no.mailbox.found
app.office365.graph.api.error.rate-limit.exceeded
app.office365.graph.api.error.service.principal.creation.failed
app.office365.graph.api.error.service.principal.msgraph.authentication.failure
app.office365.service.principal.cleanup.job.complete
app.office365.service.principal.cleanup.job.invalid.credentials
app.office365.service.principal.cleanup.job.processing
app.office365.service.principal.cleanup.job.skipping.missing.creds
app.office365.service.principal.cleanup.job.skipping.no.service.principal
app.office365.service.principal.cleanup.job.unable.to.delete.service.principal
app.office365.user.delete.success
app.office365.user.lifecycle.action.failed
app.office365.user.remove.licenses.success
app.policy.sign_on.update
app.radius.agent.listener.failed
app.radius.agent.listener.succeeded
app.radius.agent.port_inaccessible
app.radius.agent.port_reaccessible
app.radius.info_access.no_permission
app.radius.info_access.partial_permission
app.realtimesync.import.details.add_user
app.realtimesync.import.details.delete_user
app.realtimesync.import.details.update_user
app.request_new.notify
app.rum.config.validation.error
app.rum.is.api.account.error
app.rum.package.thrown.error
app.rum.validation.error
app.saml.sensitive.attribute.update
app.user_management
app.user_management.grouppush.mapping.created.from.rule
app.user_management.grouppush.mapping.created.from.rule.error.duplicate
app.user_management.grouppush.mapping.created.from.rule.error.validation
app.user_management.grouppush.mapping.created.from.rule.errors
app.user_management.grouppush.mapping.okta.users.ignored
app.user_management.import.csv.line.error
app.user_management.push_new_user_success
app.user_management.update_from_master_failed
app.user_management.user_group_import.create_failure
app.user_management.user_group_import.delete_success
app.user_management.user_group_import.update_failure
app.user_management.user_group_import.upsert_fail
app.user_management.user_group_import.upsert_success
application.appuser.mapping.invalid.expression
application.cache.invalidate
application.configuration.detect_error
application.configuration.disable_delauth_outbound
application.configuration.disable_fed_broker_mode
application.configuration.enable_delauth_outbound
application.configuration.enable_fed_broker_mode
application.configuration.import_schema
application.configuration.read_client_secret
application.configuration.reset_logo
application.configuration.update
application.configuration.update_api_credentials_for_pass_change
application.configuration.update_logo
application.configuration.update_rate_limits
application.integration.api_query
application.integration.authentication_failure
application.integration.general_failure
application.integration.rate_limit_exceeded
application.integration.transfer_files
application.lifecycle.activate
application.lifecycle.create
application.lifecycle.deactivate
application.lifecycle.delete
application.lifecycle.update
application.policy.sign_on.deny_access
application.policy.sign_on.rule.create
application.policy.sign_on.rule.delete
application.policy.sign_on.update
application.provision.field_mapping_rule.change
application.provision.group.add
application.provision.group.import
application.provision.group.remove
application.provision.group.update
application.provision.group.verify_exists
application.provision.group_membership.add
application.provision.group_membership.import
application.provision.group_membership.remove
application.provision.group_membership.update
application.provision.group_push.activate_mapping
application.provision.group_push.deactivate_mapping
application.provision.group_push.delete_appgroup
application.provision.group_push.mapping.and.groups.deleted.rule.deleted
application.provision.group_push.mapping.app.group.renamed
application.provision.group_push.mapping.app.group.renamed.failed
application.provision.group_push.mapping.created
application.provision.group_push.mapping.created.from.rule.warning.duplicate.name
application.provision.group_push.mapping.created.from.rule.warning.duplicate.name.tobecreated
application.provision.group_push.mapping.created.from.rule.warning.upsertGroup.duplicate.name
application.provision.group_push.mapping.deactivated.source.group.renamed
application.provision.group_push.mapping.deactivated.source.group.renamed.failed
application.provision.group_push.mapping.update.or.delete.failed
application.provision.group_push.mapping.update.or.delete.failed.with.error
application.provision.group_push.push_memberships
application.provision.group_push.pushed
application.provision.group_push.removed
application.provision.group_push.updated
application.provision.integration.call_api
application.provision.user.activate
application.provision.user.deactivate
application.provision.user.deprovision
application.provision.user.import
application.provision.user.import_profile
application.provision.user.password
application.provision.user.push
application.provision.user.push_okta_password
application.provision.user.push_password
application.provision.user.push_profile
application.provision.user.reactivate
application.provision.user.sync
application.provision.user.verify_exists
application.registration_policy.lifecycle.create
application.registration_policy.lifecycle.update
application.user_membership.add
application.user_membership.approve
application.user_membership.change_password
application.user_membership.change_username
application.user_membership.deprovision
application.user_membership.provision
application.user_membership.remove
application.user_membership.restore
application.user_membership.restore_password
application.user_membership.revoke
application.user_membership.show_password
application.user_membership.update
certification.campaign.close
certification.campaign.context.update
certification.campaign.create
certification.campaign.delete
certification.campaign.item.decide
certification.campaign.item.remediate
certification.campaign.launch
certification.campaign.update
certification.remediation.open
core.concurrency.org.limit.violation
core.el.evaluate
core.user_auth.idp.x509.crl_download_failure
credential.register
credential.revoke
device.assurance.policy.add
device.assurance.policy.delete
device.assurance.policy.update
device.custom_push.send_notification
device.desktop_mfa.configuration.update
device.desktop_mfa.device_logout.completed
device.desktop_mfa.device_logout.started
device.desktop_mfa.enrollment.create
device.desktop_mfa.recovery_pin.generate
device.desktop_mfa.recovery_pin.rotate_secret
device.enrollment.create
device.integration.endpoint_security.activate
device.integration.endpoint_security.deactivate
device.lifecycle.activate
device.lifecycle.deactivate
device.lifecycle.delete
device.lifecycle.suspend
device.lifecycle.unsuspend
device.local_account.create
device.password_sync.authentication
device.password_sync.enrollment.create
device.platform.add
device.platform.delete
device.platform.renew
device.platform.secret_key.reset
device.platform.update
device.platform_sso.keys.register
device.posture.check.add
device.posture.check.delete
device.posture.check.update
device.push.provider.create
device.push.provider.delete
device.push.provider.update
device.signals.status.timeout
device.token.enrollment.create
device.user.add
device.user.remove
device.user_os_account.sync
directory.app_user_profile.bootstrap
directory.app_user_profile.update
directory.external.group.membership.add
directory.external.group.membership.remove
directory.linked_object.create
directory.linked_object.delete
directory.mapping.update
directory.non_default_user_profile.create
directory.user_profile.bootstrap
directory.user_profile.update
event_hook.activated
event_hook.created
event_hook.deactivated
event_hook.deleted
event_hook.delivery
event_hook.updated
event_hook.verified
group.application_assignment.add
group.application_assignment.remove
group.application_assignment.skip_assignment_reconcile
group.application_assignment.update
group.lifecycle.create
group.lifecycle.delete
group.privilege.grant
group.privilege.revoke
group.profile.update
group.user_membership.add
group.user_membership.remove
group.user_membership.rule.add_exclusion
group.user_membership.rule.deactivated
group.user_membership.rule.error
group.user_membership.rule.evaluation
group.user_membership.rule.invalidate
group.user_membership.rule.trigger
iam.policy.configuration.update
iam.resourceset.bindings.add
iam.resourceset.bindings.delete
iam.resourceset.create
iam.resourceset.delete
iam.resourceset.resources.add
iam.resourceset.resources.delete
iam.resourceset.resources.update
iam.resourceset.update
iam.role.create
iam.role.delete
iam.role.permission.conditions.add
iam.role.permission.conditions.delete
iam.role.permissions.add
iam.role.permissions.delete
iam.role.update
inline_hook.activated
inline_hook.created
inline_hook.deactivated
inline_hook.deleted
inline_hook.executed
inline_hook.response.processed
inline_hook.updated
inline_hook.verified
integration.api_service.lifecycle.authorize
integration.api_service.lifecycle.revoke
master_application.user_membership.add
mim.command.generic.acknowledged
mim.command.generic.cancelled
mim.command.generic.delegated
mim.command.generic.error
mim.command.generic.new
mim.command.generic.notnow
mim.command.ios.acknowledged
mim.command.ios.cancelled
mim.command.ios.error
mim.command.ios.formaterror
mim.command.ios.new
mim.createEnrollment.ANDROID
mim.createEnrollment.IOS
mim.createEnrollment.OSX
mim.createEnrollment.UNKNOWN
mim.createEnrollment.WINDOWS
mim.streamDevicesCSVDownload
network_zone.rule.disabled
oauth2.as.activated
oauth2.as.created
oauth2.as.deactivated
oauth2.as.deleted
oauth2.as.updated
oauth2.claim.created
oauth2.claim.deleted
oauth2.claim.updated
oauth2.scope.created
oauth2.scope.deleted
oauth2.scope.updated
org.not_configured_origin.redirection.usage
pam.active_directory.account_discovery.complete
pam.active_directory.account_rule.update
pam.active_directory.connection.update
pam.ad_connection.create
pam.ad_connection.delete
pam.ad_connection.update
pam.ad_task_settings.create
pam.ad_task_settings.delete
pam.ad_task_settings.update
pam.ad_task_settings.update_schedule
pam.ad_user_sync_task_settings.activate
pam.ad_user_sync_task_settings.create
pam.ad_user_sync_task_settings.deactivate
pam.ad_user_sync_task_settings.delete
pam.ad_user_sync_task_settings.update
pam.ad_user_sync_task_settings.update_schedule
pam.apikey.delete
pam.apikey.rotate
pam.auth_token.issue
pam.billing_contact.create
pam.client.assign
pam.client.enroll
pam.client.remove
pam.client.state.update
pam.client_enrollment_policies.create
pam.client_enrollment_policies.delete
pam.client_enrollment_policies.update
pam.client_enrollment_policy_token.delete
pam.client_enrollment_policy_token.rotate
pam.cloud_account.create
pam.cloud_account.delete
pam.cloud_account.update
pam.entitlement_sudo.add_to_project
pam.entitlement_sudo.create
pam.entitlement_sudo.remove
pam.entitlement_sudo.remove_from_project
pam.entitlement_sudo.update
pam.gateway.create
pam.gateway.delete
pam.gateway.setup_token.create
pam.gateway.setup_token.delete
pam.gateway.setup_token.update
pam.gateway.update
pam.gateway_creds.issue
pam.group.bulk_membership_change
pam.group.create
pam.group.delete
pam.incoming_federation.approve
pam.incoming_federation.request
pam.member.add
pam.member.remove
pam.offline_disabled_event
pam.offline_enabled_event
pam.offline_group.secrets.rotate
pam.outgoing_federation.approve
pam.password.change
pam.password.reset
pam.permission.change
pam.preauthorization.create
pam.preauthorization.update
pam.project.add_group
pam.project.create
pam.project.delete
pam.project.remove_group
pam.project.update
pam.project_group_selector.update
pam.resource.checkin.end
pam.resource.checkin.start
pam.resource.checkout
pam.resource_group.create
pam.resource_group.delete
pam.resource_group.update
pam.secret.create
pam.secret.delete
pam.secret.reveal
pam.secret.update
pam.secret_folder.create
pam.secret_folder.delete
pam.secret_folder.update
pam.security_policy.create
pam.security_policy.delete
pam.security_policy.evaluate
pam.security_policy.update
pam.server.enroll
pam.server.reassign
pam.server.remove
pam.server.ssh_login
pam.server_account.discovered
pam.server_account.password_change.initiated
pam.server_account.password_change.out_of_band
pam.server_account.password_change.update
pam.server_account.update
pam.server_labels.update
pam.service.create
pam.service.remove
pam.service_account.assign
pam.service_account.create
pam.service_account.delete
pam.service_account.password.reveal
pam.service_account.password.update
pam.service_account.password_rotation.end
pam.service_account.password_rotation.start
pam.service_account.update
pam.sudo_command_bundle.create
pam.sudo_command_bundle.delete
pam.sudo_command_bundle.update
pam.team.create
pam.team_group_attribute.create
pam.team_group_attribute.delete
pam.team_group_attribute.update
pam.team_invitation.create
pam.team_project_group_attribute.create
pam.team_project_group_attribute.delete
pam.team_project_group_attribute.update
pam.team_project_user_attribute.create
pam.team_project_user_attribute.delete
pam.team_project_user_attribute.update
pam.team_settings.update
pam.team_user_attribute.create
pam.team_user_attribute.delete
pam.team_user_attribute.update
pam.unbound_client.enroll
pam.unmanaged_server.create
pam.user.create
pam.user.remove
pam.user.update
pam.user_creds.issue
personal.admin.configuration.update
personal.user.app_migration.export
pki.ca.add
pki.ca.delete
pki.ca.renew
pki.cert.bind
pki.cert.crl_download_failure
pki.cert.issue
pki.cert.lifecycle.activate
pki.cert.lifecycle.delete
pki.cert.lifecycle.hold
pki.cert.lifecycle.revoke
pki.cert.lifecycle.suspend
pki.cert.renew
pki.cert.revoke
plugin.downloaded
plugin.script_status
policy.auth_reevaluate.action
policy.auth_reevaluate.enforce
policy.auth_reevaluate.fail
policy.continuous_access.action
policy.continuous_access.evaluate
policy.entity_risk.action
policy.entity_risk.evaluate
policy.evaluate_sign_on
policy.execute.user.start
policy.lifecycle.activate
policy.lifecycle.create
policy.lifecycle.deactivate
policy.lifecycle.delete
policy.lifecycle.overwrite
policy.lifecycle.update
policy.mapping.create
policy.rule.action.execute
policy.rule.activate
policy.rule.add
policy.rule.deactivate
policy.rule.delete
policy.rule.invalidate
policy.rule.update
policy.scheduled.execute
scheduled_action.user_suspension.canceled
scheduled_action.user_suspension.completed
scheduled_action.user_suspension.scheduled
scheduled_action.user_suspension.updated
security.attack.end
security.attack.start
security.attack_protection.settings.update
security.authenticator.lifecycle.activate
security.authenticator.lifecycle.create
security.authenticator.lifecycle.deactivate
security.authenticator.lifecycle.update
security.behavior.settings.create
security.behavior.settings.delete
security.behavior.settings.update
security.breached_credential.detected
security.device.add_request_blacklist_policy
security.device.remove_request_blacklist_policy
security.device.temporarily_disable_blacklisting
security.events.provider.activate
security.events.provider.create
security.events.provider.deactivate
security.events.provider.delete
security.events.provider.receive_event
security.events.provider.update
security.events.transmitter.create
security.events.transmitter.delete
security.events.transmitter.update
security.request.blocked
security.session.detect_client_roaming
security.threat.configuration.update
security.threat.detected
security.trusted_origin.activate
security.trusted_origin.create
security.trusted_origin.deactivate
security.trusted_origin.delete
security.trusted_origin.update
security.voice.add_country_blacklist
security.voice.remove_country_blacklist
security.zone.make_blacklist
security.zone.remove_blacklist
self_service.disabled
self_service.enabled
support.org.update
support.org.view
system.agent.ad.config_change_detected
system.agent.ad.connect
system.agent.ad.create
system.agent.ad.deactivate
system.agent.ad.delete
system.agent.ad.import_ou
system.agent.ad.import_user
system.agent.ad.invoke_dir
system.agent.ad.reactivate
system.agent.ad.read_config
system.agent.ad.read_dirsync
system.agent.ad.read_ldap
system.agent.ad.read_schema
system.agent.ad.read_topology
system.agent.ad.realtimesync
system.agent.ad.reset_user_password
system.agent.ad.start
system.agent.ad.unlock_user_account
system.agent.ad.update
system.agent.ad.update_user
system.agent.ad.upgrade
system.agent.ad.upload_iwa_log
system.agent.ad.upload_log
system.agent.ad.write_ldap
system.agent.auto_update
system.agent.connector.connect
system.agent.connector.deactivate
system.agent.connector.delete
system.agent.connector.reactivate
system.agent.ldap.change_user_password
system.agent.ldap.create_user_JIT
system.agent.ldap.disconnect
system.agent.ldap.realtimesync
system.agent.ldap.reconnect
system.agent.ldap.reset_user_password
system.agent.ldap.unlock_user_account
system.agent.ldap.update_user
system.agent.ldap.update_user_password
system.agent.register
system.agent_pools.auto_update
system.api_token.create
system.api_token.enable
system.api_token.revoke
system.api_token.update
system.beta.feature.enable
system.brand.create
system.brand.delete
system.brand.update
system.captcha.create
system.captcha.delete
system.captcha.update
system.client.concurrency_rate_limit.notification
system.client.concurrency_rate_limit.violation
system.client.rate_limit.notification
system.client.rate_limit.violation
system.csv.import_user
system.custom_error.delete
system.custom_error.update
system.custom_signin.delete
system.custom_signin.update
system.custom_signout.update
system.custom_url_domain.cert_renew
system.custom_url_domain.cert_upload
system.custom_url_domain.delete
system.custom_url_domain.initiate
system.custom_url_domain.update
system.custom_url_domain.verify
system.directory.debugger.extend
system.directory.debugger.grant
system.directory.debugger.query_executed
system.directory.debugger.revoke
system.dr.failback
system.dr.failover
system.email.account_unlock.sent_message
system.email.bounce.removal
system.email.challenge_factor_redeemed
system.email.delivery
system.email.mfa_enroll_notification.sent_message
system.email.mfa_reset_notification.sent_message
system.email.new_device_notification.sent_message
system.email.password_reset.sent_message
system.email.send_factor_verify_message
system.email.template.create
system.email.template.delete
system.email.template.settings_changed
system.email.template.update
system.email_domain.create
system.email_domain.delete
system.email_domain.update
system.email_domain.verify
system.feature.disable
system.feature.ea_auto_enroll
system.feature.enable
system.hook.key.created
system.hook.key.deleted
system.hook.key.updated
system.identity_sources.bulk_delete
system.identity_sources.bulk_upsert
system.idp.key.create
system.idp.key.delete
system.idp.key.update
system.idp.lifecycle.activate
system.idp.lifecycle.create
system.idp.lifecycle.deactivate
system.idp.lifecycle.delete
system.idp.lifecycle.read_client_secret
system.idp.lifecycle.update
system.import.clear.unconfirmed.users.summary
system.import.complete
system.import.complete_batch
system.import.custom_object.complete
system.import.custom_object.create
system.import.custom_object.delete
system.import.custom_object.update
system.import.download.complete
system.import.download.start
system.import.entitlement
system.import.entitlement.mismatch
system.import.group.complete
system.import.group.create
system.import.group.delete
system.import.group.start
system.import.group.update
system.import.group_membership.complete
system.import.implicit_deletion.complete
system.import.implicit_deletion.start
system.import.import_profile
system.import.import_provisioning_info
system.import.membership_processing.complete
system.import.membership_processing.start
system.import.object_creation.complete
system.import.object_creation.start
system.import.roadblock
system.import.roadblock.reschedule_and_resume
system.import.roadblock.resume
system.import.roadblock.updated
system.import.schedule
system.import.session.cancelled
system.import.session.created
system.import.session.expired
system.import.session.triggered
system.import.start
system.import.user.complete
system.import.user.create
system.import.user.delete
system.import.user.match
system.import.user.start
system.import.user.suspend
system.import.user.unsuspend
system.import.user.unsuspend_after_confirm
system.import.user.update
system.import.user.update_user_lifecycle_from_master
system.import.user_csv.complete
system.import.user_csv.start
system.import.user_match.confirm
system.import.user_match.unignore
system.import.user_match.update
system.import.user_matching.complete
system.import.user_matching.start
system.iwa.create
system.iwa.go_offline
system.iwa.go_online
system.iwa.promote_primary
system.iwa.remove
system.iwa.update
system.iwa.use_default
system.iwa_agentless.auth
system.iwa_agentless.auth_after_redirect
system.iwa_agentless.redirect
system.iwa_agentless.update
system.iwa_agentless.user.not_found
system.iwa_agentless_kerberos.update
system.ldapi.admin_limit_exceeded
system.ldapi.bind
system.ldapi.search
system.ldapi.unbind
system.log_stream.lifecycle.activate
system.log_stream.lifecycle.create
system.log_stream.lifecycle.deactivate
system.log_stream.lifecycle.delete
system.log_stream.lifecycle.update
system.mfa.factor.activate
system.mfa.factor.deactivate
system.operation.concurrency_limit.violation
system.operation.rate_limit.violation
system.operation.rate_limit.warning
system.org.captcha.activate
system.org.captcha.deactivate
system.org.lifecycle.create
system.org.rate_limit.burst
system.org.rate_limit.expiration.warning
system.org.rate_limit.violation
system.org.rate_limit.warning
system.org.task.remove
system.push.send_factor_verify_push
system.rate_limit.configuration.update
system.self_service.configuration.update
system.sms.receive_status
system.sms.send_account_unlock_message
system.sms.send_factor_verify_message
system.sms.send_okta_push_verify_message
system.sms.send_password_reset_message
system.sms.send_phone_verification_message
system.theme.update
system.voice.receive_status
system.voice.send_account_unlock_call
system.voice.send_call
system.voice.send_mfa_challenge_call
system.voice.send_password_reset_call
system.voice.send_phone_verification_call
task.lifecycle.activate
task.lifecycle.create
task.lifecycle.deactivate
task.lifecycle.delete
task.lifecycle.update
user.account.expire_password
user.account.lock
user.account.lock.limit
user.account.preference_update
user.account.privilege.grant
user.account.privilege.revoke
user.account.report_suspicious_activity_by_enduser
user.account.reset_password
user.account.unlock
user.account.unlock_by_admin
user.account.unlock_failure
user.account.unlock_token
user.account.update_password
user.account.update_primary_email
user.account.update_profile
user.account.update_secondary_email
user.account.update_user_type
user.account.use_token
user.authentication.auth
user.authentication.auth_unconfigured_identifier
user.authentication.auth_via_AD_agent
user.authentication.auth_via_IDP
user.authentication.auth_via_LDAP_agent
user.authentication.auth_via_inbound_SAML
user.authentication.auth_via_inbound_delauth
user.authentication.auth_via_iwa
user.authentication.auth_via_mfa
user.authentication.auth_via_radius
user.authentication.auth_via_richclient
user.authentication.auth_via_social
user.authentication.authenticate
user.authentication.dsso_via_non_priority_source
user.authentication.slo
user.authentication.sso
user.authentication.universal_logout
user.authentication.universal_logout.scheduled
user.authentication.verify
user.behavior.profile.reset
user.credential.enroll
user.identity_snapshot.attestation.create
user.identity_verification
user.import.password
user.lifecycle.activate
user.lifecycle.create
user.lifecycle.deactivate
user.lifecycle.delete.completed
user.lifecycle.delete.initiated
user.lifecycle.jit.error.read_only
user.lifecycle.password_mass_expiry
user.lifecycle.reactivate
user.lifecycle.suspend
user.lifecycle.unsuspend
user.mfa.attempt_bypass
user.mfa.factor.activate
user.mfa.factor.deactivate
user.mfa.factor.reset_all
user.mfa.factor.suspend
user.mfa.factor.unsuspend
user.mfa.factor.update
user.mfa.okta_verify
user.mfa.okta_verify.deny_push
user.mfa.okta_verify.deny_push_upgrade_needed
user.risk.change
user.risk.detect
user.session.access_admin_app
user.session.clear
user.session.context.change
user.session.end
user.session.expire
user.session.impersonation.end
user.session.impersonation.extend
user.session.impersonation.grant
user.session.impersonation.initiate
user.session.impersonation.revoke
user.session.start
workflows.user.connection.create
workflows.user.connection.delete
workflows.user.connection.reauthorize
workflows.user.connection.revoke
workflows.user.delegatedflow.run
workflows.user.execution_log_stream_connection.activate
workflows.user.execution_log_stream_connection.deactivate
workflows.user.execution_log_stream_connection.update
workflows.user.flow.activate
workflows.user.flow.create
workflows.user.flow.deactivate
workflows.user.flow.delete
workflows.user.flow.execution.cancel
workflows.user.flow.execution_history.activate
workflows.user.flow.execution_history.deactivate
workflows.user.flow.execution_history.delete
workflows.user.flow.execution_log_stream.activate
workflows.user.flow.execution_log_stream.deactivate
workflows.user.flow.export
workflows.user.flow.import
workflows.user.flow.move
workflows.user.flow.save
workflows.user.folder.create
workflows.user.folder.delete
workflows.user.folder.duplicate
workflows.user.folder.export
workflows.user.folder.import
workflows.user.folder.move
workflows.user.folder.rename
workflows.user.role.group.add
workflows.user.role.group.remove
workflows.user.role.user.add
workflows.user.role.user.remove
workflows.user.table.create
workflows.user.table.delete
workflows.user.table.export
workflows.user.table.import
workflows.user.table.move
workflows.user.table.schema.export
workflows.user.table.schema.import
workflows.user.table.update
workflows.user.table.view
zone.activate
zone.create
zone.deactivate
zone.delete
zone.make_blacklist
zone.remove_blacklist
zone.update
